c124,c137,riso,mode,rsrc,ccable,fcross_hz,pm_deg,tdb_20k
560p,220p,47,1g,1m,2.2n,774477,62.9937,32.218
560p,220p,47,1g,1m,2.7n,760322,62.5171,32.2171
560p,220p,47,1g,1m,3.3n,744333,62.2631,32.2159
560p,220p,47,1g,1m,4.7n,713858,62.4207,32.2129
560p,220p,47,1g,1k,1f,803513,69.3783,32.2215
560p,220p,47,1g,1k,470p,807356,67.4099,32.2208
560p,220p,47,1g,1k,1n,803392,65.4452,32.22
560p,220p,47,1g,1k,1.5n,793340,64.0284,32.2192
560p,220p,47,1g,1k,2.2n,774458,62.7788,32.218
560p,220p,47,1g,1k,2.7n,760304,62.3061,32.2171
560p,220p,47,1g,1k,3.3n,744316,62.0565,32.2159
560p,220p,47,1g,1k,4.7n,713844,62.2225,32.2129
560p,220p,47,1g,2.5k,1f,803435,69.0457,32.2215
560p,220p,47,1g,2.5k,470p,807276,67.0759,32.2208
560p,220p,47,1g,2.5k,1n,803314,65.113,32.22
560p,220p,47,1g,2.5k,1.5n,793267,63.7003,32.2192
560p,220p,47,1g,2.5k,2.2n,774393,62.4584,32.218
560p,220p,47,1g,2.5k,2.7n,760243,61.9915,32.2171
560p,220p,47,1g,2.5k,3.3n,744260,61.7483,32.2159
560p,220p,47,1g,2.5k,4.7n,713795,61.9267,32.2129
560p,220p,47,0.1,1m,1f,298967,103.338,22.2145
560p,220p,47,0.1,1m,470p,299187,102.675,22.2139
560p,220p,47,0.1,1m,1n,298911,101.92,22.2131
560p,220p,47,0.1,1m,1.5n,298160,101.214,22.2123
560p,220p,47,0.1,1m,2.2n,296392,100.26,22.2111
560p,220p,47,0.1,1m,2.7n,294708,99.6185,22.2101
560p,220p,47,0.1,1m,3.3n,292373,98.902,22.209
560p,220p,47,0.1,1m,4.7n,286020,97.4876,22.206
560p,220p,47,0.1,1k,1f,298966,103.255,22.2145
560p,220p,47,0.1,1k,470p,299185,102.592,22.2139
560p,220p,47,0.1,1k,1n,298909,101.837,22.2131
560p,220p,47,0.1,1k,1.5n,298159,101.131,22.2123
560p,220p,47,0.1,1k,2.2n,296391,100.178,22.2111
560p,220p,47,0.1,1k,2.7n,294707,99.5365,22.2101
560p,220p,47,0.1,1k,3.3n,292371,98.8207,22.209
560p,220p,47,0.1,1k,4.7n,286019,97.4081,22.206
560p,220p,47,0.1,2.5k,1f,298961,103.13,22.2145
560p,220p,47,0.1,2.5k,470p,299180,102.468,22.2139
560p,220p,47,0.1,2.5k,1n,298904,101.712,22.2131
560p,220p,47,0.1,2.5k,1.5n,298154,101.007,22.2123
560p,220p,47,0.1,2.5k,2.2n,296386,100.055,22.2111
560p,220p,47,0.1,2.5k,2.7n,294702,99.4139,22.2101
560p,220p,47,0.1,2.5k,3.3n,292367,98.699,22.209
560p,220p,47,0.1,2.5k,4.7n,286015,97.289,22.206
560p,220p,56,1g,1m,1f,803537,69.6013,32.2215
560p,220p,56,1g,1m,470p,806780,67.6491,32.2208
560p,220p,56,1g,1m,1n,801039,65.784,32.22
560p,220p,56,1g,1m,1.5n,789343,64.5458,32.2192
560p,220p,56,1g,1m,2.2n,769390,63.6,32.2179
560p,220p,56,1g,1m,2.7n,755434,63.3292,32.217
560p,220p,56,1g,1m,3.3n,740415,63.2792,32.2157
560p,220p,56,1g,1m,4.7n,713671,63.7235,32.2126
560p,220p,56,1g,1k,1f,803513,69.3783,32.2215
560p,220p,56,1g,1k,470p,806756,67.4252,32.2208
560p,220p,56,1g,1k,1n,801017,65.5617,32.22
560p,220p,56,1g,1k,1.5n,789322,64.3268,32.2192
560p,220p,56,1g,1k,2.2n,769372,63.3865,32.2179
560p,220p,56,1g,1k,2.7n,755417,63.1196,32.217
560p,220p,56,1g,1k,3.3n,740399,63.0736,32.2157
560p,220p,56,1g,1k,4.7n,713656,63.5253,32.2126
560p,220p,56,1g,2.5k,1f,803435,69.0457,32.2215
560p,220p,56,1g,2.5k,470p,806677,67.0915,32.2208
560p,220p,56,1g,2.5k,1n,800939,65.2305,32.22
560p,220p,56,1g,2.5k,1.5n,789251,64.0003,32.2192
560p,220p,56,1g,2.5k,2.2n,769308,63.0681,32.2179
560p,220p,56,1g,2.5k,2.7n,755358,62.8068,32.217
560p,220p,56,1g,2.5k,3.3n,740345,62.767,32.2157
560p,220p,56,1g,2.5k,4.7n,713607,63.2296,32.2126
560p,220p,56,0.1,1m,1f,298967,103.338,22.2145
560p,220p,56,0.1,1m,470p,299150,102.675,22.2139
560p,220p,56,0.1,1m,1n,298747,101.92,22.213
560p,220p,56,0.1,1m,1.5n,297809,101.22,22.2122
560p,220p,56,0.1,1m,2.2n,295707,100.29,22.211
560p,220p,56,0.1,1m,2.7n,293798,99.6771,22.21
560p,220p,56,0.1,1m,3.3n,291181,99.0094,22.2088
560p,220p,56,0.1,1m,4.7n,284415,97.753,22.2057
560p,220p,56,0.1,1k,1f,298966,103.255,22.2145
560p,220p,56,0.1,1k,470p,299148,102.591,22.2139
560p,220p,56,0.1,1k,1n,298746,101.837,22.213
560p,220p,56,0.1,1k,1.5n,297808,101.137,22.2122
560p,220p,56,0.1,1k,2.2n,295706,100.208,22.211
560p,220p,56,0.1,1k,2.7n,293796,99.5954,22.21
560p,220p,56,0.1,1k,3.3n,291180,98.9284,22.2088
560p,220p,56,0.1,1k,4.7n,284414,97.6739,22.2057
560p,220p,56,0.1,2.5k,1f,298961,103.13,22.2145
560p,220p,56,0.1,2.5k,470p,299143,102.467,22.2139
560p,220p,56,0.1,2.5k,1n,298741,101.712,22.213
560p,220p,56,0.1,2.5k,1.5n,297803,101.013,22.2122
560p,220p,56,0.1,2.5k,2.2n,295701,100.085,22.211
560p,220p,56,0.1,2.5k,2.7n,293792,99.4731,22.21
560p,220p,56,0.1,2.5k,3.3n,291175,98.8072,22.2088
560p,220p,56,0.1,2.5k,4.7n,284410,97.5555,22.2057
560p,220p,68,1g,1m,1f,803537,69.6013,32.2215
560p,220p,68,1g,1m,470p,805992,67.6717,32.2208
560p,220p,68,1g,1m,1n,798116,65.9482,32.22
560p,220p,68,1g,1m,1.5n,784825,64.9415,32.2191
560p,220p,68,1g,1m,2.2n,764492,64.3433,32.2178
560p,220p,68,1g,1m,2.7n,751418,64.2768,32.2168
560p,220p,68,1g,1m,3.3n,738105,64.4078,32.2155
560p,220p,68,1g,1m,4.7n,716088,65.0503,32.2121
560p,220p,68,1g,1k,1f,803513,69.3783,32.2215
560p,220p,68,1g,1k,470p,805969,67.448,32.2208
560p,220p,68,1g,1k,1n,798093,65.7267,32.22
560p,220p,68,1g,1k,1.5n,784804,64.7237,32.2191
560p,220p,68,1g,1k,2.2n,764473,64.1312,32.2178
560p,220p,68,1g,1k,2.7n,751401,64.0682,32.2168
560p,220p,68,1g,1k,3.3n,738089,64.2028,32.2155
560p,220p,68,1g,1k,4.7n,716073,64.8515,32.2121
560p,220p,68,1g,2.5k,1f,803435,69.0457,32.2215
560p,220p,68,1g,2.5k,470p,805890,67.1146,32.2208
560p,220p,68,1g,2.5k,1n,798017,65.3966,32.22
560p,220p,68,1g,2.5k,1.5n,784734,64.3991,32.2191
560p,220p,68,1g,2.5k,2.2n,764410,63.8147,32.2178
560p,220p,68,1g,2.5k,2.7n,751342,63.757,32.2168
560p,220p,68,1g,2.5k,3.3n,738034,63.8971,32.2155
560p,220p,68,1g,2.5k,4.7n,716022,64.5547,32.2121
560p,220p,68,0.1,1m,1f,298967,103.338,22.2145
560p,220p,68,0.1,1m,470p,299101,102.674,22.2138
560p,220p,68,0.1,1m,1n,298533,101.921,22.213
560p,220p,68,0.1,1m,1.5n,297355,101.232,22.2122
560p,220p,68,0.1,1m,2.2n,294860,100.339,22.2109
560p,220p,68,0.1,1m,2.7n,292695,99.7688,22.2099
560p,220p,68,0.1,1m,3.3n,289796,99.1697,22.2086
560p,220p,68,0.1,1m,4.7n,282748,98.1187,22.2052
560p,220p,68,0.1,1k,1f,298966,103.255,22.2145
560p,220p,68,0.1,1k,470p,299099,102.591,22.2138
560p,220p,68,0.1,1k,1n,298531,101.838,22.213
560p,220p,68,0.1,1k,1.5n,297353,101.149,22.2122
560p,220p,68,0.1,1k,2.2n,294859,100.257,22.2109
560p,220p,68,0.1,1k,2.7n,292694,99.6874,22.2099
560p,220p,68,0.1,1k,3.3n,289795,99.0891,22.2086
560p,220p,68,0.1,1k,4.7n,282747,98.0401,22.2052
560p,220p,68,0.1,2.5k,1f,298961,103.13,22.2145
560p,220p,68,0.1,2.5k,470p,299094,102.466,22.2138
560p,220p,68,0.1,2.5k,1n,298526,101.714,22.213
560p,220p,68,0.1,2.5k,1.5n,297349,101.025,22.2122
560p,220p,68,0.1,2.5k,2.2n,294855,100.134,22.2109
560p,220p,68,0.1,2.5k,2.7n,292689,99.5656,22.2099
560p,220p,68,0.1,2.5k,3.3n,289790,98.9686,22.2086
560p,220p,68,0.1,2.5k,4.7n,282743,97.9224,22.2052
560p,330p,47,1g,1m,1f,814364,70.0863,32.221
560p,330p,47,1g,1m,470p,818493,68.0855,32.2203
560p,330p,47,1g,1m,1n,814244,66.1018,32.2195
560p,330p,47,1g,1m,1.5n,803720,64.6834,32.2187
560p,330p,47,1g,1m,2.2n,783903,63.4564,32.2175
560p,330p,47,1g,1m,2.7n,769152,63.005,32.2166
560p,330p,47,1g,1m,3.3n,752554,62.7805,32.2154
560p,330p,47,1g,1m,4.7n,721101,62.9911,32.2124
560p,330p,47,1g,1k,1f,814339,69.8604,32.221
560p,330p,47,1g,1k,470p,818469,67.8585,32.2203
560p,330p,47,1g,1k,1n,814220,65.8761,32.2195
560p,330p,47,1g,1k,1.5n,803698,64.4606,32.2187
560p,330p,47,1g,1k,2.2n,783883,63.239,32.2175
560p,330p,47,1g,1k,2.7n,769133,62.7917,32.2166
560p,330p,47,1g,1k,3.3n,752537,62.5717,32.2154
560p,330p,47,1g,1k,4.7n,721087,62.791,32.2124
560p,330p,47,1g,2.5k,1f,814255,69.5235,32.221
560p,330p,47,1g,2.5k,470p,818383,67.5201,32.2203
560p,330p,47,1g,2.5k,1n,814137,65.5397,32.2195
560p,330p,47,1g,2.5k,1.5n,803621,64.1285,32.2187
560p,330p,47,1g,2.5k,2.2n,783814,62.915,32.2175
560p,330p,47,1g,2.5k,2.7n,769070,62.4736,32.2166
560p,330p,47,1g,2.5k,3.3n,752479,62.2603,32.2154
560p,330p,47,1g,2.5k,4.7n,721037,62.4923,32.2124
560p,330p,47,0.1,1m,1f,372962,109.82,22.2228
560p,330p,47,0.1,1m,470p,373585,108.984,22.2221
560p,330p,47,0.1,1m,1n,372830,108.05,22.2213
560p,330p,47,0.1,1m,1.5n,370816,107.205,22.2205
560p,330p,47,0.1,1m,2.2n,366321,106.12,22.2193
560p,330p,47,0.1,1m,2.7n,362211,105.433,22.2184
560p,330p,47,0.1,1m,3.3n,356763,104.706,22.2173
560p,330p,47,0.1,1m,4.7n,343386,103.398,22.2143
560p,330p,47,0.1,1k,1f,372957,109.716,22.2228
560p,330p,47,0.1,1k,470p,373581,108.88,22.2221
560p,330p,47,0.1,1k,1n,372826,107.946,22.2213
560p,330p,47,0.1,1k,1.5n,370812,107.102,22.2205
560p,330p,47,0.1,1k,2.2n,366318,106.018,22.2193
560p,330p,47,0.1,1k,2.7n,362207,105.332,22.2184
560p,330p,47,0.1,1k,3.3n,356760,104.607,22.2173
560p,330p,47,0.1,1k,4.7n,343384,103.303,22.2143
560p,330p,47,0.1,2.5k,1f,372943,109.561,22.2228
560p,330p,47,0.1,2.5k,470p,373567,108.725,22.2221
560p,330p,47,0.1,2.5k,1n,372812,107.791,22.2213
560p,330p,47,0.1,2.5k,1.5n,370799,106.948,22.2205
560p,330p,47,0.1,2.5k,2.2n,366305,105.866,22.2193
560p,330p,47,0.1,2.5k,2.7n,362196,105.182,22.2184
560p,330p,47,0.1,2.5k,3.3n,356749,104.459,22.2173
560p,330p,47,0.1,2.5k,4.7n,343375,103.16,22.2143
560p,330p,56,1g,1m,1f,814364,70.0863,32.221
560p,330p,56,1g,1m,470p,817850,68.102,32.2203
560p,330p,56,1g,1m,1n,811732,66.2242,32.2195
560p,330p,56,1g,1m,1.5n,799451,64.995,32.2187
560p,330p,56,1g,1m,2.2n,778559,64.0825,32.2174
560p,330p,56,1g,1m,2.7n,764104,63.8362,32.2165
560p,330p,56,1g,1m,3.3n,748600,63.8126,32.2152
560p,330p,56,1g,1m,4.7n,721035,64.3016,32.2121
560p,330p,56,1g,1k,1f,814339,69.8604,32.221
560p,330p,56,1g,1k,470p,817825,67.8752,32.2203
560p,330p,56,1g,1k,1n,811708,65.9992,32.2195
560p,330p,56,1g,1k,1.5n,799429,64.7734,32.2187
560p,330p,56,1g,1k,2.2n,778539,63.8666,32.2174
560p,330p,56,1g,1k,2.7n,764085,63.6242,32.2165
560p,330p,56,1g,1k,3.3n,748583,63.6049,32.2152
560p,330p,56,1g,1k,4.7n,721020,64.1015,32.2121
560p,330p,56,1g,2.5k,1f,814255,69.5235,32.221
560p,330p,56,1g,2.5k,470p,817740,67.5371,32.2203
560p,330p,56,1g,2.5k,1n,811628,65.6637,32.2195
560p,330p,56,1g,2.5k,1.5n,799354,64.4429,32.2187
560p,330p,56,1g,2.5k,2.2n,778472,63.5446,32.2174
560p,330p,56,1g,2.5k,2.7n,764023,63.3081,32.2165
560p,330p,56,1g,2.5k,3.3n,748525,63.2951,32.2152
560p,330p,56,1g,2.5k,4.7n,720969,63.8028,32.2121
560p,330p,56,0.1,1m,1f,372962,109.82,22.2228
560p,330p,56,0.1,1m,470p,373482,108.984,22.2221
560p,330p,56,0.1,1m,1n,372380,108.058,22.2213
560p,330p,56,0.1,1m,1.5n,369908,107.232,22.2205
560p,330p,56,0.1,1m,2.2n,364656,106.202,22.2193
560p,330p,56,0.1,1m,2.7n,360114,105.57,22.2183
560p,330p,56,0.1,1m,3.3n,354216,104.925,22.2171
560p,330p,56,0.1,1m,4.7n,340534,103.833,22.214
560p,330p,56,0.1,1k,1f,372958,109.716,22.2228
560p,330p,56,0.1,1k,470p,373478,108.881,22.2221
560p,330p,56,0.1,1k,1n,372376,107.954,22.2213
560p,330p,56,0.1,1k,1.5n,369905,107.129,22.2205
560p,330p,56,0.1,1k,2.2n,364653,106.101,22.2193
560p,330p,56,0.1,1k,2.7n,360111,105.469,22.2183
560p,330p,56,0.1,1k,3.3n,354213,104.827,22.2171
560p,330p,56,0.1,1k,4.7n,340531,103.739,22.214
560p,330p,56,0.1,2.5k,1f,372943,109.561,22.2228
560p,330p,56,0.1,2.5k,470p,373464,108.725,22.2221
560p,330p,56,0.1,2.5k,1n,372362,107.799,22.2213
560p,330p,56,0.1,2.5k,1.5n,369892,106.975,22.2205
560p,330p,56,0.1,2.5k,2.2n,364640,105.949,22.2193
560p,330p,56,0.1,2.5k,2.7n,360099,105.32,22.2183
560p,330p,56,0.1,2.5k,3.3n,354203,104.679,22.2171
560p,330p,56,0.1,2.5k,4.7n,340522,103.597,22.214
560p,330p,68,1g,1m,1f,814364,70.0863,32.221
560p,330p,68,1g,1m,470p,817004,68.1264,32.2203
560p,330p,68,1g,1m,1n,808691,66.3958,32.2195
560p,330p,68,1g,1m,1.5n,794669,65.4073,32.2186
560p,330p,68,1g,1m,2.2n,773512,64.8441,32.2173
560p,330p,68,1g,1m,2.7n,759960,64.8016,32.2163
560p,330p,68,1g,1m,3.3n,746284,64.9545,32.215
560p,330p,68,1g,1m,4.7n,723638,65.631,32.2116
560p,330p,68,1g,1k,1f,814339,69.8604,32.221
560p,330p,68,1g,1k,470p,816979,67.8998,32.2203
560p,330p,68,1g,1k,1n,808668,66.1715,32.2195
560p,330p,68,1g,1k,1.5n,794648,65.1869,32.2186
560p,330p,68,1g,1k,2.2n,773493,64.6295,32.2173
560p,330p,68,1g,1k,2.7n,759941,64.5907,32.2163
560p,330p,68,1g,1k,3.3n,746267,64.7474,32.215
560p,330p,68,1g,1k,4.7n,723623,65.4301,32.2116
560p,330p,68,1g,2.5k,1f,814255,69.5235,32.221
560p,330p,68,1g,2.5k,470p,816894,67.5621,32.2203
560p,330p,68,1g,2.5k,1n,808589,65.8372,32.2195
560p,330p,68,1g,2.5k,1.5n,794573,64.8584,32.2186
560p,330p,68,1g,2.5k,2.2n,773428,64.3095,32.2173
560p,330p,68,1g,2.5k,2.7n,759879,64.2762,32.2163
560p,330p,68,1g,2.5k,3.3n,746209,64.4384,32.215
560p,330p,68,1g,2.5k,4.7n,723571,65.1303,32.2116
560p,330p,68,0.1,1m,1f,372962,109.82,22.2228
560p,330p,68,0.1,1m,470p,373345,108.985,22.2221
560p,330p,68,0.1,1m,1n,371793,108.07,22.2213
560p,330p,68,0.1,1m,1.5n,368757,107.273,22.2204
560p,330p,68,0.1,1m,2.2n,362664,106.322,22.2192
560p,330p,68,0.1,1m,2.7n,357689,105.763,22.2182
560p,330p,68,0.1,1m,3.3n,351495,105.221,22.2169
560p,330p,68,0.1,1m,4.7n,337878,104.388,22.2135
560p,330p,68,0.1,1k,1f,372958,109.716,22.2228
560p,330p,68,0.1,1k,470p,373341,108.881,22.2221
560p,330p,68,0.1,1k,1n,371789,107.967,22.2213
560p,330p,68,0.1,1k,1.5n,368753,107.171,22.2204
560p,330p,68,0.1,1k,2.2n,362660,106.221,22.2192
560p,330p,68,0.1,1k,2.7n,357686,105.664,22.2182
560p,330p,68,0.1,1k,3.3n,351492,105.123,22.2169
560p,330p,68,0.1,1k,4.7n,337876,104.294,22.2135
560p,330p,68,0.1,2.5k,1f,372944,109.561,22.2228
560p,330p,68,0.1,2.5k,470p,373327,108.726,22.2221
560p,330p,68,0.1,2.5k,1n,371775,107.812,22.2213
560p,330p,68,0.1,2.5k,1.5n,368740,107.017,22.2204
560p,330p,68,0.1,2.5k,2.2n,362648,106.07,22.2192
560p,330p,68,0.1,2.5k,2.7n,357674,105.515,22.2182
560p,330p,68,0.1,2.5k,3.3n,351482,104.977,22.2169
560p,330p,68,0.1,2.5k,4.7n,337868,104.154,22.2135
