k,mode,rsrc,rload,ccable,fcross_hz,pm_deg,tdb_10hz,tdb_20k
6,1g,500,100k,3.9n,528962,62.425,72.3832,28.9175
6,1g,500,100k,4.7n,520454,62.6739,72.3832,28.9159
6,1g,500,10k,1f,568664,66.8898,72.2793,28.9129
6,1g,500,10k,470p,569580,65.5723,72.2793,28.9124
6,1g,500,10k,1n,566851,64.3108,72.2793,28.9119
6,1g,500,10k,1.5n,561494,63.432,72.2794,28.9113
6,1g,500,10k,1.8n,557548,63.0512,72.2794,28.9109
6,1g,500,10k,2.2n,551820,62.6985,72.2794,28.9103
6,1g,500,10k,2.7n,544577,62.4578,72.2794,28.9095
6,1g,500,10k,3.3n,536292,62.3849,72.2794,28.9086
6,1g,500,10k,3.9n,528895,62.4635,72.2795,28.9074
6,1g,500,10k,4.7n,520445,62.7047,72.2795,28.9058
6,1g,1k,100k,1f,569363,66.7968,72.3832,28.9231
6,1g,1k,100k,470p,570286,65.46,72.3832,28.9227
6,1g,1k,100k,1n,567482,64.1833,72.3832,28.9221
6,1g,1k,100k,1.5n,561996,63.2987,72.3832,28.9214
6,1g,1k,100k,1.8n,557976,62.9173,72.3832,28.921
6,1g,1k,100k,2.2n,552154,62.5666,72.3832,28.9205
6,1g,1k,100k,2.7n,544803,62.331,72.3832,28.9197
6,1g,1k,100k,3.3n,536421,62.2655,72.3832,28.9187
6,1g,1k,100k,3.9n,528959,62.3515,72.3832,28.9175
6,1g,1k,100k,4.7n,520451,62.6016,72.3832,28.9159
6,1g,1k,10k,1f,568660,66.8109,72.2793,28.9129
6,1g,1k,10k,470p,569576,65.4932,72.2793,28.9124
6,1g,1k,10k,1n,566847,64.2322,72.2793,28.9119
6,1g,1k,10k,1.5n,561490,63.354,72.2794,28.9113
6,1g,1k,10k,1.8n,557544,62.9738,72.2794,28.9109
6,1g,1k,10k,2.2n,551817,62.6219,72.2794,28.9103
6,1g,1k,10k,2.7n,544574,62.3822,72.2794,28.9095
6,1g,1k,10k,3.3n,536289,62.3105,72.2794,28.9086
6,1g,1k,10k,3.9n,528892,62.3901,72.2795,28.9074
6,1g,1k,10k,4.7n,520442,62.6324,72.2795,28.9058
6,1g,1.5k,100k,1f,569357,66.718,72.3832,28.9231
6,1g,1.5k,100k,470p,570280,65.381,72.3832,28.9227
6,1g,1.5k,100k,1n,567476,64.1047,72.3832,28.9221
6,1g,1.5k,100k,1.5n,561990,63.2209,72.3832,28.9214
6,1g,1.5k,100k,1.8n,557970,62.84,72.3832,28.921
6,1g,1.5k,100k,2.2n,552148,62.4901,72.3832,28.9205
6,1g,1.5k,100k,2.7n,544798,62.2555,72.3832,28.9197
6,1g,1.5k,100k,3.3n,536416,62.1912,72.3832,28.9187
6,1g,1.5k,100k,3.9n,528954,62.2782,72.3832,28.9175
6,1g,1.5k,100k,4.7n,520446,62.5295,72.3832,28.9159
6,1g,1.5k,10k,1f,568653,66.7322,72.2793,28.9129
6,1g,1.5k,10k,470p,569570,65.4143,72.2793,28.9124
6,1g,1.5k,10k,1n,566841,64.1537,72.2793,28.9119
6,1g,1.5k,10k,1.5n,561484,63.2763,72.2794,28.9113
6,1g,1.5k,10k,1.8n,557538,62.8966,72.2794,28.9109
6,1g,1.5k,10k,2.2n,551811,62.5455,72.2794,28.9103
6,1g,1.5k,10k,2.7n,544568,62.3068,72.2794,28.9095
6,1g,1.5k,10k,3.3n,536284,62.2362,72.2794,28.9086
6,1g,1.5k,10k,3.9n,528887,62.3168,72.2795,28.9074
6,1g,1.5k,10k,4.7n,520438,62.5603,72.2795,28.9058
6,1g,2k,100k,1f,569348,66.6392,72.3832,28.9231
6,1g,2k,100k,470p,570271,65.3022,72.3832,28.9227
6,1g,2k,100k,1n,567468,64.0263,72.3832,28.9221
6,1g,2k,100k,1.5n,561982,63.1432,72.3832,28.9214
6,1g,2k,100k,1.8n,557962,62.7629,72.3832,28.921
6,1g,2k,100k,2.2n,552141,62.4138,72.3832,28.9205
6,1g,2k,100k,2.7n,544791,62.1802,72.3832,28.9197
6,1g,2k,100k,3.3n,536410,62.1171,72.3832,28.9187
6,1g,2k,100k,3.9n,528948,62.2051,72.3832,28.9175
6,1g,2k,100k,4.7n,520441,62.4575,72.3832,28.9159
6,1g,2k,10k,1f,568645,66.6535,72.2793,28.9129
6,1g,2k,10k,470p,569561,65.3356,72.2793,28.9124
6,1g,2k,10k,1n,566832,64.0754,72.2793,28.9119
6,1g,2k,10k,1.5n,561476,63.1987,72.2794,28.9113
6,1g,2k,10k,1.8n,557530,62.8195,72.2794,28.9109
6,1g,2k,10k,2.2n,551804,62.4692,72.2794,28.9103
6,1g,2k,10k,2.7n,544562,62.2315,72.2794,28.9095
6,1g,2k,10k,3.3n,536277,62.1621,72.2794,28.9086
6,1g,2k,10k,3.9n,528881,62.2437,72.2795,28.9074
6,1g,2k,10k,4.7n,520432,62.4883,72.2795,28.9058
6,1g,2.5k,100k,1f,569338,66.5607,72.3832,28.9231
6,1g,2.5k,100k,470p,570261,65.2236,72.3832,28.9227
6,1g,2.5k,100k,1n,567457,63.9481,72.3832,28.9221
6,1g,2.5k,100k,1.5n,561972,63.0657,72.3832,28.9214
6,1g,2.5k,100k,1.8n,557953,62.686,72.3832,28.921
6,1g,2.5k,100k,2.2n,552132,62.3376,72.3832,28.9205
6,1g,2.5k,100k,2.7n,544782,62.105,72.3832,28.9197
6,1g,2.5k,100k,3.3n,536402,62.043,72.3832,28.9187
6,1g,2.5k,100k,3.9n,528940,62.1321,72.3832,28.9175
6,1g,2.5k,100k,4.7n,520433,62.3857,72.3832,28.9159
6,1g,2.5k,10k,1f,568634,66.5751,72.2793,28.9129
6,1g,2.5k,10k,470p,569551,65.2571,72.2793,28.9124
6,1g,2.5k,10k,1n,566822,63.9972,72.2793,28.9119
6,1g,2.5k,10k,1.5n,561466,63.1213,72.2794,28.9113
6,1g,2.5k,10k,1.8n,557521,62.7426,72.2794,28.9109
6,1g,2.5k,10k,2.2n,551795,62.3931,72.2794,28.9103
6,1g,2.5k,10k,2.7n,544553,62.1564,72.2794,28.9095
6,1g,2.5k,10k,3.3n,536269,62.088,72.2794,28.9086
6,1g,2.5k,10k,3.9n,528873,62.1707,72.2795,28.9074
6,1g,2.5k,10k,4.7n,520424,62.4165,72.2795,28.9058
6,0.1,1m,100k,1f,177098,85.5743,61.8532,18.9089
6,0.1,1m,100k,470p,177116,85.1815,61.8532,18.9085
6,0.1,1m,100k,1n,177024,84.7444,61.8532,18.9079
6,0.1,1m,100k,1.5n,176830,84.3424,61.8532,18.9073
6,0.1,1m,100k,1.8n,176667,84.108,61.8532,18.9069
6,0.1,1m,100k,2.2n,176398,83.8052,61.8532,18.9063
6,0.1,1m,100k,2.7n,175984,83.4444,61.8532,18.9055
6,0.1,1m,100k,3.3n,175388,83.041,61.8532,18.9045
6,0.1,1m,100k,3.9n,174702,82.6725,61.8532,18.9034
6,0.1,1m,100k,4.7n,173681,82.2379,61.8532,18.9018
6,0.1,1m,10k,1f,176891,85.5759,61.756,18.8988
6,0.1,1m,10k,470p,176909,85.1888,61.7561,18.8983
6,0.1,1m,10k,1n,176819,84.7579,61.7561,18.8978
6,0.1,1m,10k,1.5n,176630,84.3615,61.7561,18.8972
6,0.1,1m,10k,1.8n,176471,84.1303,61.7561,18.8968
6,0.1,1m,10k,2.2n,176207,83.8313,61.7561,18.8962
6,0.1,1m,10k,2.7n,175802,83.475,61.7561,18.8955
6,0.1,1m,10k,3.3n,175219,83.0761,61.7562,18.8945
6,0.1,1m,10k,3.9n,174546,82.7112,61.7562,18.8934
6,0.1,1m,10k,4.7n,173547,82.2801,61.7562,18.8918
6,0.1,500,100k,1f,177098,85.5496,61.8532,18.9089
6,0.1,500,100k,470p,177116,85.1569,61.8532,18.9085
6,0.1,500,100k,1n,177024,84.7197,61.8532,18.9079
6,0.1,500,100k,1.5n,176830,84.3178,61.8532,18.9073
6,0.1,500,100k,1.8n,176667,84.0835,61.8532,18.9069
6,0.1,500,100k,2.2n,176397,83.7806,61.8532,18.9063
6,0.1,500,100k,2.7n,175984,83.4199,61.8532,18.9055
6,0.1,500,100k,3.3n,175388,83.0166,61.8532,18.9045
6,0.1,500,100k,3.9n,174702,82.6482,61.8532,18.9034
6,0.1,500,100k,4.7n,173681,82.2138,61.8532,18.9018
6,0.1,500,10k,1f,176891,85.5513,61.756,18.8988
6,0.1,500,10k,470p,176909,85.1642,61.7561,18.8983
6,0.1,500,10k,1n,176819,84.7333,61.7561,18.8978
6,0.1,500,10k,1.5n,176630,84.337,61.7561,18.8972
6,0.1,500,10k,1.8n,176471,84.1058,61.7561,18.8968
6,0.1,500,10k,2.2n,176207,83.8068,61.7561,18.8962
6,0.1,500,10k,2.7n,175802,83.4505,61.7561,18.8955
6,0.1,500,10k,3.3n,175219,83.0517,61.7562,18.8945
6,0.1,500,10k,3.9n,174546,82.687,61.7562,18.8934
6,0.1,500,10k,4.7n,173547,82.2559,61.7562,18.8918
6,0.1,1k,100k,1f,177098,85.525,61.8532,18.9089
6,0.1,1k,100k,470p,177116,85.1323,61.8532,18.9085
6,0.1,1k,100k,1n,177024,84.6952,61.8532,18.9079
6,0.1,1k,100k,1.5n,176830,84.2933,61.8532,18.9073
6,0.1,1k,100k,1.8n,176667,84.0589,61.8532,18.9069
6,0.1,1k,100k,2.2n,176397,83.7561,61.8532,18.9063
6,0.1,1k,100k,2.7n,175984,83.3955,61.8532,18.9055
6,0.1,1k,100k,3.3n,175388,82.9922,61.8532,18.9045
6,0.1,1k,100k,3.9n,174702,82.6239,61.8532,18.9034
6,0.1,1k,100k,4.7n,173681,82.1897,61.8532,18.9018
6,0.1,1k,10k,1f,176891,85.5268,61.756,18.8988
6,0.1,1k,10k,470p,176909,85.1397,61.7561,18.8983
6,0.1,1k,10k,1n,176819,84.7088,61.7561,18.8978
6,0.1,1k,10k,1.5n,176630,84.3125,61.7561,18.8972
6,0.1,1k,10k,1.8n,176470,84.0812,61.7561,18.8968
6,0.1,1k,10k,2.2n,176207,83.7824,61.7561,18.8962
6,0.1,1k,10k,2.7n,175802,83.4261,61.7561,18.8955
6,0.1,1k,10k,3.3n,175218,83.0273,61.7562,18.8945
6,0.1,1k,10k,3.9n,174546,82.6627,61.7562,18.8934
6,0.1,1k,10k,4.7n,173547,82.2318,61.7562,18.8918
6,0.1,1.5k,100k,1f,177098,85.5005,61.8532,18.9089
6,0.1,1.5k,100k,470p,177116,85.1077,61.8532,18.9085
6,0.1,1.5k,100k,1n,177024,84.6706,61.8532,18.9079
6,0.1,1.5k,100k,1.5n,176830,84.2688,61.8532,18.9073
6,0.1,1.5k,100k,1.8n,176667,84.0344,61.8532,18.9069
6,0.1,1.5k,100k,2.2n,176397,83.7317,61.8532,18.9063
6,0.1,1.5k,100k,2.7n,175983,83.3711,61.8532,18.9055
6,0.1,1.5k,100k,3.3n,175388,82.9679,61.8532,18.9045
6,0.1,1.5k,100k,3.9n,174701,82.5997,61.8532,18.9034
6,0.1,1.5k,100k,4.7n,173681,82.1655,61.8532,18.9018
6,0.1,1.5k,10k,1f,176891,85.5022,61.756,18.8988
6,0.1,1.5k,10k,470p,176909,85.1151,61.7561,18.8983
6,0.1,1.5k,10k,1n,176819,84.6842,61.7561,18.8978
6,0.1,1.5k,10k,1.5n,176630,84.2879,61.7561,18.8972
6,0.1,1.5k,10k,1.8n,176470,84.0568,61.7561,18.8968
6,0.1,1.5k,10k,2.2n,176207,83.7579,61.7561,18.8962
6,0.1,1.5k,10k,2.7n,175802,83.4017,61.7561,18.8955
6,0.1,1.5k,10k,3.3n,175218,83.0031,61.7562,18.8945
6,0.1,1.5k,10k,3.9n,174546,82.6385,61.7562,18.8934
6,0.1,1.5k,10k,4.7n,173547,82.2078,61.7562,18.8918
6,0.1,2k,100k,1f,177098,85.4759,61.8532,18.9089
6,0.1,2k,100k,470p,177116,85.0832,61.8532,18.9085
6,0.1,2k,100k,1n,177023,84.6461,61.8532,18.9079
6,0.1,2k,100k,1.5n,176830,84.2442,61.8532,18.9073
6,0.1,2k,100k,1.8n,176666,84.01,61.8532,18.9069
6,0.1,2k,100k,2.2n,176397,83.7072,61.8532,18.9063
6,0.1,2k,100k,2.7n,175983,83.3467,61.8532,18.9055
6,0.1,2k,100k,3.3n,175387,82.9436,61.8532,18.9045
6,0.1,2k,100k,3.9n,174701,82.5755,61.8532,18.9034
6,0.1,2k,100k,4.7n,173680,82.1415,61.8532,18.9018
6,0.1,2k,10k,1f,176891,85.4777,61.756,18.8988
6,0.1,2k,10k,470p,176909,85.0906,61.7561,18.8983
6,0.1,2k,10k,1n,176819,84.6597,61.7561,18.8978
6,0.1,2k,10k,1.5n,176630,84.2635,61.7561,18.8972
6,0.1,2k,10k,1.8n,176470,84.0323,61.7561,18.8968
6,0.1,2k,10k,2.2n,176206,83.7335,61.7561,18.8962
6,0.1,2k,10k,2.7n,175802,83.3774,61.7561,18.8955
6,0.1,2k,10k,3.3n,175218,82.9788,61.7562,18.8945
6,0.1,2k,10k,3.9n,174545,82.6143,61.7562,18.8934
6,0.1,2k,10k,4.7n,173546,82.1837,61.7562,18.8918
6,0.1,2.5k,100k,1f,177098,85.4514,61.8532,18.9089
6,0.1,2.5k,100k,470p,177116,85.0587,61.8532,18.9085
6,0.1,2.5k,100k,1n,177023,84.6216,61.8532,18.9079
6,0.1,2.5k,100k,1.5n,176830,84.2198,61.8532,18.9073
6,0.1,2.5k,100k,1.8n,176666,83.9855,61.8532,18.9069
6,0.1,2.5k,100k,2.2n,176396,83.6828,61.8532,18.9063
6,0.1,2.5k,100k,2.7n,175983,83.3223,61.8532,18.9055
6,0.1,2.5k,100k,3.3n,175387,82.9193,61.8532,18.9045
6,0.1,2.5k,100k,3.9n,174701,82.5513,61.8532,18.9034
6,0.1,2.5k,100k,4.7n,173680,82.1174,61.8532,18.9018
6,0.1,2.5k,10k,1f,176890,85.4532,61.756,18.8988
6,0.1,2.5k,10k,470p,176908,85.0661,61.7561,18.8983
6,0.1,2.5k,10k,1n,176818,84.6352,61.7561,18.8978
6,0.1,2.5k,10k,1.5n,176629,84.239,61.7561,18.8972
6,0.1,2.5k,10k,1.8n,176470,84.0079,61.7561,18.8968
6,0.1,2.5k,10k,2.2n,176206,83.7091,61.7561,18.8962
6,0.1,2.5k,10k,2.7n,175801,83.353,61.7561,18.8955
6,0.1,2.5k,10k,3.3n,175218,82.9545,61.7562,18.8945
6,0.1,2.5k,10k,3.9n,174545,82.5901,61.7562,18.8934
6,0.1,2.5k,10k,4.7n,173546,82.1597,61.7562,18.8918
